Jogador,Time,#,Nação,Pos.,Idade,Min.,Gols,Assis.,PB,PT,TC,CaG,CrtsA,CrtV,Contatos,Div,Crts,Bloqueios,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Conduções,PrgC,Tent,Suc,Data
Robert Arboleda,São Paulo,5,ECU,CB,32-255,90,0,0,0,0,0,0,0,0,70,3,1,0,0.0,0.0,0.0,0,0,59,64,"92,2",0,39,0,0,0,2024-07-03
Igor Vinícius de Souza,São Paulo,2,BRA,RB,27-093,64,0,0,0,0,0,0,0,0,49,2,0,0,0.0,0.0,0.0,2,1,35,40,"87,5",3,31,2,0,0,2024-07-03
Diego,São Paulo,4,BRA,RB,24-348,26,0,0,0,0,0,0,0,0,18,1,0,0,0.0,0.0,0.0,0,0,9,13,"69,2",1,7,0,1,1,2024-07-03
Jandrei,São Paulo,93,BRA,GK,31-124,90,0,0,0,0,0,0,0,0,38,0,0,1,0.0,0.0,0.0,0,0,30,37,"81,1",0,23,0,0,0,2024-07-03
Eduardo Sasha,Red Bull Bragantino,19,BRA,FW,32-130,67,0,2,0,0,2,1,0,0,30,0,0,2,0.1,0.1,0.9,3,2,18,20,"90,0",3,21,3,3,2,2024-07-03
Thiago Borbas,Red Bull Bragantino,18,URU,FW,22-087,23,0,0,0,0,2,1,0,0,9,0,0,0,0.3,0.3,0.0,1,0,4,5,"80,0",0,6,0,0,0,2024-07-03
Henry Mosquera,Red Bull Bragantino,30,COL,LW,22-231,85,0,1,0,0,1,0,0,0,37,1,0,0,0.1,0.1,0.2,3,1,21,28,"75,0",2,26,6,1,1,2024-07-03
Douglas Mendes,Red Bull Bragantino,39,BRA,LW,20-020,5,0,0,0,0,0,0,0,0,2,0,1,0,0.0,0.0,0.0,0,0,1,2,"50,0",0,1,0,0,0,2024-07-03
Helinho,Red Bull Bragantino,11,BRA,RW,24-069,59,1,0,0,0,3,1,1,0,27,0,0,0,0.7,0.7,0.0,2,1,12,19,"63,2",1,19,1,0,0,2024-07-03
Vitinho,Red Bull Bragantino,28,BRA,RW,25-093,31,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.3,2,0,7,11,"63,6",1,8,0,1,1,2024-07-03
Lincoln,Red Bull Bragantino,10,BRA,AM,25-239,67,2,0,0,0,3,2,0,0,31,0,0,0,0.4,0.4,0.0,1,0,18,24,"75,0",1,19,2,0,0,2024-07-03
Gustavinho,Red Bull Bragantino,22,BRA,AM,20-071,23,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,1,0,3,6,"50,0",1,3,1,0,0,2024-07-03
Lucas Evangelista,Red Bull Bragantino,8,BRA,DM,29-058,45,0,0,0,0,0,0,0,0,25,1,0,0,0.0,0.0,0.0,0,0,18,21,"85,7",4,19,1,1,0,2024-07-03
Raul,Red Bull Bragantino,23,BRA,DM,27-358,45,0,0,0,0,0,0,0,0,33,0,1,1,0.0,0.0,0.0,1,0,26,30,"86,7",3,23,1,0,0,2024-07-03
Jadsom,Red Bull Bragantino,5,BRA,DM,23-044,90,0,0,0,0,1,0,0,0,49,1,0,0,0.0,0.0,0.0,0,0,37,44,"84,1",5,27,0,0,0,2024-07-03
Juninho Capixaba,Red Bull Bragantino,29,BRA,LB,26-363,90,0,0,0,0,0,0,0,0,75,5,1,1,0.0,0.0,0.0,0,0,46,58,"79,3",6,36,1,1,0,2024-07-03
Luan Cândido,Red Bull Bragantino,36,BRA,CB,23-152,90,0,0,0,0,0,0,0,0,41,1,2,0,0.0,0.0,0.0,0,0,27,33,"81,8",2,23,0,1,1,2024-07-03
Pedro Henrique,Red Bull Bragantino,14,BRA,CB,28-275,90,0,0,0,0,1,0,1,0,53,2,1,1,0.0,0.0,0.0,2,0,29,41,"70,7",0,28,1,0,0,2024-07-03
Nathan Mendes,Red Bull Bragantino,45,BRA,RB,21-319,90,0,0,0,0,0,0,0,0,56,1,1,0,0.0,0.0,0.0,0,0,35,45,"77,8",3,25,0,0,0,2024-07-03
Cleiton Schwengber,Red Bull Bragantino,1,BRA,GK,26-319,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,1,0,24,37,"64,9",0,17,0,0,0,2024-07-03
Emiliano Rodríguez,Atlético Goianiense,9,URU,FW,20-353,90,0,0,0,0,2,1,0,0,28,0,0,1,0.2,0.2,0.0,2,0,10,16,"62,5",2,22,2,3,1,2024-07-03
Luiz Fernando,Atlético Goianiense,11,BRA,LW,27-261,77,1,0,0,0,1,1,0,0,36,0,1,2,0.0,0.0,0.0,2,0,24,28,"85,7",6,19,4,1,0,2024-07-03
Max,Atlético Goianiense,21,BRA,LW,22-005,13,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,5,6,"83,3",0,3,1,0,0,2024-07-03
Shaylon,Atlético Goianiense,10,BRA,RW,27-067,77,0,0,0,0,1,0,0,0,43,1,0,0,0.0,0.0,0.4,4,0,28,39,"71,8",3,15,0,1,0,2024-07-03
Randerson,Atlético Goianiense,17,BRA,DM,20-113,13,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,1,0,8,11,"72,7",1,9,0,1,1,2024-07-03
Budiga Roni,Atlético Goianiense,7,BRA,"AM,DM",25-079,68,0,0,0,0,2,1,0,0,33,3,0,2,0.0,0.0,0.0,0,0,19,27,"70,4",2,13,0,0,0,2024-07-03
Mateo Zuleta,Atlético Goianiense,19,COL,"RW,DM",22-026,22,0,0,0,0,0,0,1,0,18,0,0,1,0.0,0.0,0.0,0,0,13,13,"100,0",1,14,2,1,1,2024-07-03
Gabriel Baralhas,Atlético Goianiense,8,BRA,DM,25-267,45,0,0,0,0,2,2,0,0,18,1,0,0,0.0,0.0,0.0,0,0,11,14,"78,6",0,5,0,0,0,2024-07-03
Alejo Cruz,Atlético Goianiense,18,URU,"AM,DM",23-306,45,0,0,0,0,2,0,0,0,33,0,1,0,0.1,0.1,0.0,3,0,19,27,"70,4",6,18,2,0,0,2024-07-03
Lucas Kal,Atlético Goianiense,5,BRA,DM,28-109,90,0,0,0,0,1,1,0,0,60,2,2,2,0.0,0.0,0.0,0,0,36,50,"72,0",4,25,0,0,0,2024-07-03
Guilherme Romão,Atlético Goianiense,6,BRA,LB,26-270,90,0,0,0,0,1,0,1,0,52,0,0,1,0.1,0.1,0.0,2,1,31,44,"70,5",6,27,1,1,0,2024-07-03
Alix Vinicius,Atlético Goianiense,4,BRA,CB,24-240,90,0,0,0,0,1,0,0,0,33,0,2,0,0.1,0.1,0.0,2,0,25,27,"92,6",3,12,0,0,0,2024-07-03
Adriano Martins,Atlético Goianiense,3,BRA,CB,27-093,90,0,0,0,0,0,0,0,0,37,2,3,2,0.0,0.0,0.0,0,0,23,28,"82,1",2,11,0,0,0,2024-07-03
Maguinho,Atlético Goianiense,2,BRA,RB,31-179,45,0,0,0,0,0,0,1,0,20,0,2,0,0.0,0.0,0.0,1,0,7,18,"38,9",0,4,0,0,0,2024-07-03
Bruno Tubarão,Atlético Goianiense,13,BRA,RB,29-120,45,0,0,0,0,0,0,0,0,43,1,0,1,0.0,0.0,0.0,0,0,31,39,"79,5",3,18,0,1,0,2024-07-03
Ronaldo,Atlético Goianiense,1,BRA,GK,27-316,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,18,25,"72,0",0,15,0,0,0,2024-07-03
Hulk,Atlético Mineiro,7,BRA,FW,37-344,90,2,0,1,1,6,1,0,0,45,0,0,0,1.5,0.7,0.0,2,0,18,28,"64,3",5,25,1,4,0,2024-07-03
Paulinho,Atlético Mineiro,10,BRA,"CM,LM",23-354,90,0,0,0,0,1,1,0,0,36,1,0,0,0.3,0.3,0.0,0,0,27,32,"84,4",2,21,1,2,0,2024-07-03
Igor Gomes,Atlético Mineiro,17,BRA,CM,25-108,45,0,0,0,0,1,0,0,0,35,1,0,0,0.0,0.0,0.0,1,0,26,27,"96,3",1,23,1,1,0,2024-07-03
Eduardo Vargas,Atlético Mineiro,11,CHI,"CM,LM",34-226,45,0,0,0,0,1,1,0,0,19,1,0,2,0.0,0.0,0.0,3,2,14,15,"93,3",4,12,2,0,0,2024-07-03
Paulo Vitor,Atlético Mineiro,27,BRA,CM,19-312,65,0,0,0,0,0,0,1,0,31,2,0,1,0.0,0.0,0.0,0,0,18,24,"75,0",4,15,3,0,0,2024-07-03
Mariano,Atlético Mineiro,25,BRA,RB,38-010,25,0,0,0,0,0,0,0,0,18,0,0,0,0.0,0.0,0.0,0,0,11,14,"78,6",0,3,0,1,1,2024-07-03
Carlos Eduardo,Atlético Mineiro,42,BRA,RM,20-040,65,0,0,0,0,1,0,0,0,35,2,3,0,0.6,0.6,0.0,1,1,22,26,"84,6",3,17,0,1,0,2024-07-03
Brahian Palacios,Atlético Mineiro,30,COL,RM,21-222,25,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,0.3,1,0,5,6,"83,3",1,6,1,3,2,2024-07-03
Otávio,Atlético Mineiro,5,BRA,DM,30-060,90,0,0,0,0,0,0,0,0,58,0,0,2,0.0,0.0,0.0,2,0,46,54,"85,2",3,23,0,0,0,2024-07-03
Gustavo Scarpa,Atlético Mineiro,6,BRA,LB,30-180,90,0,1,0,0,0,0,0,0,80,1,3,0,0.0,0.0,0.6,7,1,55,70,"78,6",3,44,4,3,1,2024-07-03
Bruno Fuchs,Atlético Mineiro,3,BRA,CB,25-093,90,0,0,0,0,0,0,0,0,79,2,2,2,0.0,0.0,0.6,2,0,66,70,"94,3",9,44,0,0,0,2024-07-03
Rodrigo Battaglia,Atlético Mineiro,21,ARG,CB,32-357,90,0,0,0,0,0,0,1,0,75,0,2,3,0.0,0.0,0.0,0,0,59,65,"90,8",1,44,0,0,0,2024-07-03
Rômulo,Atlético Mineiro,47,BRA,RB,20-154,62,0,0,0,0,0,0,2,1,53,1,1,0,0.0,0.0,0.0,0,0,33,43,"76,7",2,23,0,2,0,2024-07-03
Matheus Mendes,Atlético Mineiro,31,BRA,GK,25-115,90,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,0,0,14,15,"93,3",0,11,0,0,0,2024-07-03
Carlinhos,Flamengo,22,BRA,FW,27-142,62,1,0,0,0,2,2,0,0,14,0,0,0,0.9,0.9,0.0,0,0,3,8,"37,5",0,8,0,0,0,2024-07-03
Pedro,Flamengo,9,BRA,FW,27-013,28,0,1,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.5,2,1,7,7,"100,0",2,7,0,0,0,2024-07-03
Bruno Henrique,Flamengo,27,BRA,LW,33-186,90,2,0,0,0,2,2,1,0,33,2,0,1,0.7,0.7,0.0,1,0,17,22,"77,3",2,24,4,4,1,2024-07-03
Gerson,Flamengo,8,BRA,RW,27-044,79,0,0,0,0,0,0,0,0,35,3,0,0,0.0,0.0,0.0,2,0,23,28,"82,1",7,21,4,2,0,2024-07-03
Lorran,Flamengo,19,BRA,RW,17-365,11,0,0,0,0,1,1,0,0,21,0,0,1,0.1,0.1,0.1,4,0,15,17,"88,2",5,15,3,0,0,2024-07-03
Luiz Araújo,Flamengo,7,BRA,AM,28-031,79,0,1,0,0,1,1,0,0,35,1,1,0,0.0,0.0,0.7,5,3,23,30,"76,7",3,24,2,1,0,2024-07-03
Victor Hugo,Flamengo,29,BRA,AM,20-053,11,0,0,0,0,3,1,0,0,13,0,0,0,0.2,0.2,0.1,1,0,8,10,"80,0",2,8,1,0,0,2024-07-03
Allan,Flamengo,21,BRA,DM,27-122,90,0,0,0,0,2,0,0,0,52,1,2,0,0.0,0.0,0.0,2,0,40,43,"93,0",0,26,0,1,0,2024-07-03
Leo Ortiz,Flamengo,3,BRA,DM,28-182,71,0,1,0,0,0,0,0,0,24,2,1,1,0.0,0.0,0.1,1,1,15,19,"78,9",3,8,0,1,1,2024-07-03
Erick Pulgar,Flamengo,5,CHI,DM,30-170,19,0,0,0,0,1,0,0,0,32,1,1,0,0.1,0.1,0.0,3,0,25,28,"89,3",2,20,1,1,1,2024-07-03
Ayrton Lucas,Flamengo,6,BRA,LB,27-014,71,1,0,0,0,1,1,1,0,42,2,0,1,0.1,0.1,0.0,1,1,19,34,"55,9",1,11,2,1,1,2024-07-03
Léo Pereira,Flamengo,4,BRA,LB,28-154,19,0,0,0,0,0,0,0,0,23,3,0,0,0.0,0.0,0.0,0,0,18,18,"100,0",1,10,0,0,0,2024-07-03
David Luiz,Flamengo,23,BRA,CB,37-072,90,0,0,0,0,0,0,0,0,53,0,1,1,0.0,0.0,0.0,0,0,34,43,"79,1",6,28,1,0,0,2024-07-03
Fabrício Bruno,Flamengo,15,BRA,CB,28-142,90,0,0,0,0,0,0,0,0,55,2,1,0,0.0,0.0,0.0,0,0,47,49,"95,9",3,37,1,0,0,2024-07-03
Wesley,Flamengo,43,BRA,RB,20-301,90,0,0,0,0,1,0,0,0,65,2,1,1,0.3,0.3,0.0,2,1,49,59,"83,1",4,39,3,2,2,2024-07-03
Agustín Rossi,Flamengo,1,ARG,GK,28-317,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,26,36,"72,2",0,24,0,0,0,2024-07-03
Pedro,Flamengo,9,BRA,FW,27-016,90,1,0,0,0,4,4,1,0,29,0,0,0,0.9,0.9,0.1,5,0,13,16,"81,3",0,11,0,1,0,2024-07-06
Luiz Araújo,Flamengo,7,BRA,"RM,FW",28-034,90,0,0,0,0,5,3,0,0,71,4,1,1,0.2,0.2,0.4,6,0,38,55,"69,1",1,40,2,2,1,2024-07-06
Bruno Henrique,Flamengo,27,BRA,LM,33-189,38,0,0,0,0,2,1,0,0,12,1,0,0,0.1,0.1,0.1,2,0,6,9,"66,7",0,6,1,0,0,2024-07-06
Lorran,Flamengo,19,BRA,"FW,LM",18-002,44,0,0,0,0,0,0,0,0,22,1,0,0,0.0,0.0,0.1,3,0,19,21,"90,5",3,14,1,1,1,2024-07-06
Carlinhos,Flamengo,22,BRA,FW,27-145,8,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,4,"50,0",0,2,0,0,0,2024-07-06
Erick Pulgar,Flamengo,5,CHI,CM,30-173,90,0,0,0,0,0,0,0,0,84,2,3,2,0.0,0.0,0.2,3,0,64,76,"84,2",10,43,1,0,0,2024-07-06
Allan,Flamengo,21,BRA,CM,27-125,45,0,0,0,0,1,0,0,0,39,0,0,1,0.0,0.0,0.0,1,0,34,38,"89,5",3,25,1,0,0,2024-07-06
Werton,Flamengo,26,BRA,LM,20-294,37,0,0,0,0,2,0,0,0,20,2,1,1,0.1,0.1,0.0,0,0,6,9,"66,7",1,9,1,3,1,2024-07-06
Matheus Gonçalves,Flamengo,20,BRA,LM,18-323,8,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,13,17,"76,5",2,14,2,1,1,2024-07-06
Gerson,Flamengo,8,BRA,"CM,RM",27-047,90,0,0,0,0,2,1,0,0,78,1,0,1,0.1,0.1,0.0,2,0,60,70,"85,7",10,44,0,0,0,2024-07-06
Ayrton Lucas,Flamengo,6,BRA,LB,27-017,90,0,1,0,0,1,0,0,0,99,0,1,0,0.0,0.0,0.4,5,1,77,91,"84,6",6,54,4,2,1,2024-07-06
David Luiz,Flamengo,23,BRA,CB,37-075,90,0,0,0,0,1,0,0,0,81,3,0,0,0.0,0.0,0.0,2,1,64,74,"86,5",9,55,2,0,0,2024-07-06
Fabrício Bruno,Flamengo,15,BRA,CB,28-145,90,0,0,0,0,1,1,0,0,86,1,2,0,0.0,0.0,0.0,2,0,70,79,"88,6",12,54,2,0,0,2024-07-06
Wesley,Flamengo,43,BRA,RB,20-304,90,0,0,0,0,1,0,0,0,92,4,0,2,0.1,0.1,0.1,3,0,65,78,"83,3",5,49,3,1,1,2024-07-06
Agustín Rossi,Flamengo,1,ARG,GK,28-320,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,31,37,"83,8",0,20,0,0,0,2024-07-06
Isidro Pitta,Cuiabá,9,PAR,FW,24-327,90,0,0,0,0,1,0,0,0,23,0,0,0,0.5,0.5,0.0,0,0,10,21,"47,6",0,13,1,0,0,2024-07-06
Derik Lacerda,Cuiabá,22,BRA,LW,24-283,54,1,0,0,0,1,1,1,0,20,2,0,1,0.1,0.1,0.5,1,0,10,13,"76,9",1,12,2,1,0,2024-07-06
Clayson,Cuiabá,25,BRA,LW,29-109,36,0,0,0,0,0,0,0,0,20,1,0,1,0.0,0.0,0.0,1,0,7,11,"63,6",0,11,2,4,2,2024-07-06
Jonathan Cafu,Cuiabá,7,BRA,RW,32-362,88,0,0,0,0,0,0,0,0,28,2,0,0,0.0,0.0,0.1,5,0,14,17,"82,4",3,19,2,2,1,2024-07-06
Eliel Chrystian,Cuiabá,11,BRA,RW,21-162,2,0,0,0,0,0,0,0,0,3,0,1,1,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,2024-07-06
Denilson,Cuiabá,27,BRA,CM,23-105,88,0,1,0,0,1,0,0,0,55,5,2,0,0.1,0.1,0.1,3,2,36,44,"81,8",7,30,0,5,3,2024-07-06
Guilherme Madruga,Cuiabá,8,BRA,CM,23-238,2,0,0,0,0,0,0,1,0,2,0,0,0,0.0,0.0,0.0,0,0,0,2,"0,0",0,0,0,0,0,2024-07-06
Lucas Mineiro,Cuiabá,30,BRA,CM,28-133,90,0,0,0,0,0,0,0,0,52,1,0,2,0.0,0.0,0.0,1,0,39,41,"95,1",1,22,0,0,0,2024-07-06
Fernando Sobral,Cuiabá,88,BRA,CM,29-202,90,0,0,0,0,1,1,0,0,44,8,1,2,0.0,0.0,0.0,0,0,15,26,"57,7",3,13,1,1,1,2024-07-06
Ramon,Cuiabá,23,BRA,LB,23-115,90,0,0,0,0,1,1,1,0,46,0,2,0,0.0,0.0,0.0,0,0,25,32,"78,1",2,19,1,1,0,2024-07-06
Alan Empereur,Cuiabá,33,BRA,CB,30-118,90,0,0,0,0,1,0,0,0,61,0,4,1,0.0,0.0,0.0,0,0,38,50,"76,0",1,38,0,0,0,2024-07-06
Marllon Borges,Cuiabá,4,BRA,CB,32-081,90,0,0,0,0,0,0,0,0,45,1,0,3,0.0,0.0,0.0,2,0,29,32,"90,6",2,22,0,1,1,2024-07-06
Rikelme,Cuiabá,20,BRA,RB,20-356,73,0,0,0,0,1,0,0,0,35,3,1,0,0.0,0.0,0.0,0,0,17,21,"81,0",0,19,0,4,2,2024-07-06
Bruno Fabiano Alves,Cuiabá,34,BRA,RB,33-081,17,0,0,0,0,0,0,0,0,6,0,1,1,0.0,0.0,0.0,0,0,1,2,"50,0",0,1,0,0,0,2024-07-06
Walter,Cuiabá,1,BRA,GK,36-231,90,0,0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.0,0,0,27,43,"62,8",0,25,0,0,0,2024-07-06
André Silva,São Paulo,17,BRA,FW,27-033,89,1,0,0,0,2,1,0,0,34,0,1,0,0.5,0.5,0.0,2,0,16,20,"80,0",2,21,3,1,1,2024-07-06
Damián Bobadilla,São Paulo,21,PAR,FW,22-361,1,0,0,0,0,0,0,0,0,2,0,0,1,0.0,0.0,0.0,0,0,1,1,"100,0",0,1,0,0,0,2024-07-06
Lucas Moura,São Paulo,7,BRA,LW,31-328,89,0,0,0,0,1,0,0,0,61,1,0,0,0.0,0.0,0.1,2,0,38,54,"70,4",10,41,5,4,4,2024-07-06
Erick,São Paulo,33,BRA,LW,26-209,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,"100,0",1,1,1,0,0,2024-07-06
Wellington Rato,São Paulo,27,BRA,RW,32-008,80,0,0,0,0,2,0,0,0,54,1,1,0,0.2,0.2,0.2,5,0,34,48,"70,8",3,28,5,2,1,2024-07-06
Rodrigo Nestor,São Paulo,11,BRA,RW,23-332,10,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,2,0,1,2,"50,0",0,3,0,0,0,2024-07-06
Luciano,São Paulo,10,BRA,AM,31-049,90,1,0,0,1,4,2,0,0,45,0,0,2,1.2,0.2,0.0,6,2,27,33,"81,8",1,24,0,2,0,2024-07-06
Luiz Gustavo,São Paulo,16,BRA,DM,36-349,90,0,0,0,0,0,0,0,0,59,2,1,0,0.0,0.0,0.0,1,0,51,55,"92,7",5,41,0,2,1,2024-07-06
Alisson,São Paulo,25,BRA,DM,31-011,90,0,0,0,0,1,0,0,0,69,3,2,0,0.0,0.0,0.0,2,0,48,57,"84,2",6,46,2,3,1,2024-07-06
Welington,São Paulo,6,BRA,LB,23-138,90,0,0,0,0,0,0,1,0,55,1,3,0,0.0,0.0,0.0,0,0,38,47,"80,9",3,30,2,1,0,2024-07-06
Alan Franco,São Paulo,28,ARG,CB,27-269,90,0,0,0,0,3,0,0,0,64,1,0,1,0.1,0.1,0.0,1,0,52,57,"91,2",2,44,0,0,0,2024-07-06
Robert Arboleda,São Paulo,5,ECU,CB,32-258,90,0,0,0,0,0,0,1,0,50,1,1,1,0.0,0.0,0.0,0,0,40,44,"90,9",2,29,0,0,0,2024-07-06
Igor Vinícius de Souza,São Paulo,2,BRA,RB,27-096,79,0,0,0,0,0,0,0,0,55,4,2,2,0.0,0.0,0.1,3,0,37,40,"92,5",1,27,3,2,0,2024-07-06
Diego,São Paulo,4,BRA,RB,24-351,11,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,"100,0",0,1,0,0,0,2024-07-06
Jandrei,São Paulo,93,BRA,GK,31-127,90,0,0,0,0,0,0,0,0,49,0,0,0,0.0,0.0,0.0,0,0,33,48,"68,8",0,33,0,0,0,2024-07-06
Eduardo Sasha,Red Bull Bragantino,19,BRA,FW,32-133,72,0,0,0,0,2,1,1,0,21,0,0,1,0.2,0.2,0.0,0,0,10,16,"62,5",2,15,0,0,0,2024-07-06
Gustavinho,Red Bull Bragantino,22,BRA,FW,20-074,18,0,0,0,0,1,0,0,0,8,1,0,0,0.1,0.1,0.0,1,0,3,4,"75,0",1,4,0,1,0,2024-07-06
Henry Mosquera,Red Bull Bragantino,30,COL,"LW,RW",22-234,80,0,0,0,0,1,0,0,0,38,3,1,1,0.0,0.0,0.0,1,0,18,22,"81,8",3,25,1,5,1,2024-07-06
Vinicius Mendonça,Red Bull Bragantino,54,BRA,RW,20-137,10,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,"100,0",1,3,0,0,0,2024-07-06
Lincoln,Red Bull Bragantino,10,BRA,"AM,RW",25-242,90,0,0,0,0,2,0,1,0,57,4,0,2,0.1,0.1,0.5,6,0,36,45,"80,0",3,39,0,0,0,2024-07-06
Eric Ramires,Red Bull Bragantino,7,BRA,"AM,DM",23-331,71,0,0,0,0,0,0,0,0,32,1,0,0,0.0,0.0,0.0,1,0,25,29,"86,2",1,23,0,0,0,2024-07-06
Thiago Borbas,Red Bull Bragantino,18,URU,DM,22-090,19,0,0,0,0,0,0,0,0,5,0,0,2,0.0,0.0,0.0,1,0,2,2,"100,0",1,2,0,1,1,2024-07-06
Lucas Evangelista,Red Bull Bragantino,8,BRA,DM,29-061,85,0,0,0,0,0,0,0,0,25,1,2,3,0.0,0.0,0.0,2,0,16,18,"88,9",5,15,0,0,0,2024-07-06
Eduardo Santos,Red Bull Bragantino,3,BRA,DM,26-221,5,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,3,"100,0",0,3,0,0,0,2024-07-06
Raul,Red Bull Bragantino,23,BRA,DM,27-361,45,0,0,0,0,0,0,0,0,25,1,1,0,0.0,0.0,0.0,1,0,19,24,"79,2",2,16,0,0,0,2024-07-06
Vitinho,Red Bull Bragantino,28,BRA,LW,25-096,45,0,0,0,0,2,1,0,0,29,1,0,0,0.2,0.2,0.1,1,0,15,22,"68,2",0,22,3,1,1,2024-07-06
Juninho Capixaba,Red Bull Bragantino,29,BRA,LB,27-000,90,0,0,0,0,0,0,0,0,61,4,2,0,0.0,0.0,0.0,0,0,41,53,"77,4",3,34,3,1,0,2024-07-06
Luan Cândido,Red Bull Bragantino,36,BRA,CB,23-155,90,0,0,0,0,1,1,0,0,31,1,2,2,0.0,0.0,0.0,0,0,14,20,"70,0",0,9,0,0,0,2024-07-06
Pedro Henrique,Red Bull Bragantino,14,BRA,CB,28-278,90,0,0,0,0,0,0,0,0,41,0,0,1,0.0,0.0,0.0,1,0,21,32,"65,6",2,22,0,0,0,2024-07-06
Nathan Mendes,Red Bull Bragantino,45,BRA,RB,21-322,90,0,0,0,0,1,0,0,0,43,1,0,2,0.2,0.2,0.2,2,0,28,37,"75,7",2,14,1,1,1,2024-07-06
Cleiton Schwengber,Red Bull Bragantino,1,BRA,GK,26-322,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,13,24,"54,2",0,15,0,0,0,2024-07-06
Juan Martín Lucero,Fortaleza,9,ARG,FW,32-220,79,1,0,0,0,6,3,0,0,22,1,0,0,0.6,0.6,0.0,2,0,10,12,"83,3",0,10,0,1,0,2024-07-07
Renato Kayser,Fortaleza,79,BRA,FW,28-141,11,0,0,0,0,1,0,0,0,11,1,0,0,0.1,0.1,0.0,1,0,5,7,"71,4",1,4,0,0,0,2024-07-07
Breno,Fortaleza,26,BRA,LW,28-165,72,0,0,0,0,4,2,0,0,32,0,0,0,0.8,0.8,0.0,3,0,21,25,"84,0",2,24,2,2,1,2024-07-07
Marinho,Fortaleza,11,BRA,LW,34-039,18,0,0,0,0,2,1,0,0,18,2,0,0,0.0,0.0,0.0,0,0,3,10,"30,0",0,7,1,2,1,2024-07-07
Yago Pikachu,Fortaleza,22,BRA,RW,32-032,90,0,0,0,0,2,0,0,0,30,1,0,0,0.4,0.4,0.1,4,1,17,23,"73,9",3,16,2,3,1,2024-07-07
Tomas Pochettino,Fortaleza,7,ARG,AM,28-157,90,0,1,0,0,1,0,1,0,48,2,0,4,0.1,0.1,0.7,14,1,22,33,"66,7",4,24,3,4,2,2024-07-07
Matheus Rossetto,Fortaleza,16,BRA,DM,28-034,79,0,0,0,0,0,0,0,0,47,0,0,1,0.0,0.0,0.0,3,0,43,46,"93,5",4,24,4,1,1,2024-07-07
Pedro Borges,Fortaleza,28,BRA,DM,27-126,11,0,0,0,0,0,0,0,0,6,1,2,0,0.0,0.0,0.0,0,0,3,3,"100,0",1,3,0,0,0,2024-07-07
Lucas Sasha,Fortaleza,88,BRA,DM,34-128,89,0,0,0,0,0,0,0,0,41,5,3,3,0.0,0.0,0.7,2,0,26,29,"89,7",6,18,0,1,0,2024-07-07
Kauan,Fortaleza,37,BRA,DM,19-082,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,2024-07-07
Felipe Jonatan,Fortaleza,36,BRA,LB,26-143,90,0,0,0,0,0,0,0,0,56,1,3,2,0.0,0.0,0.0,0,0,37,44,"84,1",3,23,0,2,1,2024-07-07
Tomás Cardona,Fortaleza,25,ARG,CB,28-271,90,0,0,0,0,0,0,0,0,56,3,4,0,0.0,0.0,0.0,0,0,29,42,"69,0",2,26,0,0,0,2024-07-07
Emanuel Brítez,Fortaleza,19,ARG,CB,32-103,90,0,0,0,0,3,0,0,0,38,3,2,0,0.1,0.1,0.0,3,0,19,25,"76,0",2,16,0,0,0,2024-07-07
Guilherme Tinga,Fortaleza,2,BRA,RB,30-310,90,0,0,0,0,0,0,0,0,57,2,3,0,0.0,0.0,0.0,3,0,27,46,"58,7",5,24,0,2,1,2024-07-07
João Ricardo Riedi,Fortaleza,1,BRA,GK,35-305,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,9,24,"37,5",0,14,0,0,0,2024-07-07
